listing_id,niche,season,product,angle,design_text,title,tags,price_usd,est_fees_usd,est_cogs_usd,est_profit_usd,est_margin_pct,priority,status
LB-00721,Dog Moms,Back to School,T-Shirt,Sentimental,My Favorite Human,My Favorite Human T-Shirt | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00722,Boy Moms,Fathers Day,Sweatshirt,Minimalist,Dad Mode,Dad Mode Sweatshirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00723,Gamers,Christmas,Mug,Sarcastic,IYKYK,IYKYK Mug | Christmas | Gamers,christmas gift|holiday shirt|xmas mug|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00724,Dental Hygienists,Evergreen,Sticker,Profession Pride,Healing Hands,Healing Hands Sticker | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00725,Fitness Moms,Evergreen,Sticker,Sentimental,Always in My Heart,Always in My Heart Sticker | Evergreen | Fitness Moms,funny gift|personalized gift|custom shirt|fitness moms|fitness gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00726,Christian Moms,Back to School,Sweatshirt,Profession Pride,Nurse Strong,Nurse Strong Sweatshirt | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00727,Book Lovers,Evergreen,Mug,Sarcastic,Professionally Tired,Professionally Tired Mug | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00728,Girl Moms,Halloween,Sticker,Profession Pride,Proud to Teach,Proud to Teach Sticker | Halloween | Girl Moms,halloween shirt|spooky mug|cute halloween|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00729,Dog Moms,Mothers Day,Sticker,Profession Pride,Healing Hands,Healing Hands Sticker | Mothers Day | Dog Moms,mothers day gift|gift for mom|mama gift|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00730,Plant Lovers,Evergreen,Sticker,Retro,Retro Script,Retro Script Sticker | Evergreen | Plant Lovers,funny gift|personalized gift|custom shirt|plant lovers|plant gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00731,Fitness Moms,Back to School,Sweatshirt,Sentimental,Built with Love,Built with Love Sweatshirt | Back to School | Fitness Moms,back to school|teacher shirt|classroom decor|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00732,Nurses,Christmas,Sweatshirt,Minimalist,Mama Era,Mama Era Sweatshirt | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00733,Dental Hygienists,Evergreen,T-Shirt,Retro,Throwback Type,Throwback Type T-Shirt | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00734,Coffee Lovers,Back to School,Sticker,Profession Pride,Caregiver Heart,Caregiver Heart Sticker | Back to School | Coffee Lovers,back to school|teacher shirt|classroom decor|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00735,Graduation Families,Evergreen,T-Shirt,Retro,Vintage Sunset,Vintage Sunset T-Shirt | Evergreen | Graduation Families,funny gift|personalized gift|custom shirt|graduation families|graduation gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00736,Gamers,Christmas,T-Shirt,Photo Style,Photo Collage Layout,Photo Collage Layout T-Shirt | Christmas | Gamers,christmas gift|holiday shirt|xmas mug|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00737,Cat Moms,Evergreen,T-Shirt,Retro,Old School Badge,Old School Badge T-Shirt | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00738,New Moms,Mothers Day,T-Shirt,Minimalist,Dog Mom Club,Dog Mom Club T-Shirt | Mothers Day | New Moms,mothers day gift|gift for mom|mama gift|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00739,New Moms,Christmas,Mug,Retro,Old School Badge,Old School Badge Mug | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00740,Gamers,Evergreen,T-Shirt,Photo Style,Photo Collage Layout,Photo Collage Layout T-Shirt | Evergreen | Gamers,funny gift|personalized gift|custom shirt|gamers|gamers gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00741,Fitness Moms,Graduation,Mug,Profession Pride,Classroom Hero,Classroom Hero Mug | Graduation | Fitness Moms,graduation gift|class of 2026|grad shirt|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00742,Graduation Families,Back to School,Sweatshirt,Sarcastic,Chaos Coordinator,Chaos Coordinator Sweatshirt | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00743,New Moms,Evergreen,Sticker,Sentimental,Forever Proud,Forever Proud Sticker | Evergreen | New Moms,funny gift|personalized gift|custom shirt|new moms|new gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00744,Nurses,Evergreen,Sticker,Photo Style,Polaroid Frame Style,Polaroid Frame Style Sticker | Evergreen | Nurses,funny gift|personalized gift|custom shirt|nurses|nurses gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00745,Book Lovers,Evergreen,Sticker,Pun,Grade A Chaos,Grade A Chaos Sticker | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00746,Plant Lovers,Christmas,Sweatshirt,Retro,Old School Badge,Old School Badge Sweatshirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00747,Dog Moms,Halloween,Sticker,Photo Style,Picture + Name,Picture + Name Sticker | Halloween | Dog Moms,halloween shirt|spooky mug|cute halloween|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00748,Plant Lovers,Mothers Day,Sweatshirt,Pun,Holy Moly Guacamole,Holy Moly Guacamole Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00749,Cat Moms,Evergreen,T-Shirt,Minimalist,Booktrovert,Booktrovert T-Shirt | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00750,Dog Moms,Fathers Day,Sweatshirt,Custom Name,Est. Year Custom,Est. Year Custom Sweatshirt | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00751,Real Estate Agents,Mothers Day,Sticker,Photo Style,Polaroid Frame Style,Polaroid Frame Style Sticker | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00752,Moms of 2+,Mothers Day,T-Shirt,Sentimental,Always in My Heart,Always in My Heart T-Shirt | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00753,Moms of 2+,Halloween,Sticker,Photo Style,Photo Collage Layout,Photo Collage Layout Sticker | Halloween | Moms of 2+,halloween shirt|spooky mug|cute halloween|moms of 2+|moms gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00754,New Moms,Graduation,Sticker,Minimalist,Teacher Vibes,Teacher Vibes Sticker | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00755,Nurses,Graduation,Mug,Sentimental,Loved Beyond Words,Loved Beyond Words Mug | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00756,Dental Hygienists,Graduation,Mug,Retro,Throwback Type,Throwback Type Mug | Graduation | Dental Hygienists,graduation gift|class of 2026|grad shirt|dental hygienists|dental gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00757,Graduation Families,Christmas,T-Shirt,Custom Name,Est. Year Custom,Est. Year Custom T-Shirt | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00758,Christian Moms,Evergreen,Mug,Sentimental,Loved Beyond Words,Loved Beyond Words Mug | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00759,Dog Moms,Back to School,Mug,Photo Style,Polaroid Frame Style,Polaroid Frame Style Mug | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00760,Cat Moms,Mothers Day,Sticker,Custom Name,Custom Role Name,Custom Role Name Sticker | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00761,Graduation Families,Fathers Day,Sticker,Pun,Paws and Effect,Paws and Effect Sticker | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00762,Gamers,Mothers Day,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Mothers Day | Gamers,mothers day gift|gift for mom|mama gift|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00763,Grandmas/Nanas,Back to School,Mug,Photo Style,Photo Collage Layout,Photo Collage Layout Mug | Back to School | Grandmas/Nanas,back to school|teacher shirt|classroom decor|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00764,New Moms,Graduation,Mug,Profession Pride,Built for Service,Built for Service Mug | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00765,Christian Moms,Halloween,Sticker,Sarcastic,Not Today,Not Today Sticker | Halloween | Christian Moms,halloween shirt|spooky mug|cute halloween|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00766,Cat Moms,Mothers Day,T-Shirt,Custom Name,Personalized Family Name,Personalized Family Name T-Shirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00767,Moms of 2+,Fathers Day,T-Shirt,Photo Style,Picture + Name,Picture + Name T-Shirt | Fathers Day | Moms of 2+,fathers day gift|gift for dad|dad shirt|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00768,Real Estate Agents,Christmas,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00769,Plant Lovers,Mothers Day,T-Shirt,Pun,Paws and Effect,Paws and Effect T-Shirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00770,Christian Moms,Evergreen,Mug,Custom Name,Est. Year Custom,Est. Year Custom Mug | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00771,Christian Moms,Graduation,Sticker,Pun,Holy Moly Guacamole,Holy Moly Guacamole Sticker | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00772,Graduation Families,Halloween,Sticker,Sentimental,My Favorite Human,My Favorite Human Sticker | Halloween | Graduation Families,halloween shirt|spooky mug|cute halloween|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00773,Fitness Moms,Christmas,Sweatshirt,Minimalist,Mama Era,Mama Era Sweatshirt | Christmas | Fitness Moms,christmas gift|holiday shirt|xmas mug|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00774,Girl Moms,Graduation,Mug,Profession Pride,Healing Hands,Healing Hands Mug | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00775,Christian Moms,Halloween,Sweatshirt,Sentimental,Thank You for Everything,Thank You for Everything Sweatshirt | Halloween | Christian Moms,halloween shirt|spooky mug|cute halloween|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00776,Plant Lovers,Back to School,Sticker,Photo Style,Polaroid Frame Style,Polaroid Frame Style Sticker | Back to School | Plant Lovers,back to school|teacher shirt|classroom decor|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00777,New Moms,Christmas,Sweatshirt,Custom Name,Est. Year Custom,Est. Year Custom Sweatshirt | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00778,Therapists,Graduation,Mug,Sentimental,Always in My Heart,Always in My Heart Mug | Graduation | Therapists,graduation gift|class of 2026|grad shirt|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00779,Real Estate Agents,Christmas,Sticker,Pun,Paws and Effect,Paws and Effect Sticker | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00780,Teachers,Halloween,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Halloween | Teachers,halloween shirt|spooky mug|cute halloween|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00781,Plant Lovers,Halloween,Sticker,Photo Style,Polaroid Frame Style,Polaroid Frame Style Sticker | Halloween | Plant Lovers,halloween shirt|spooky mug|cute halloween|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00782,Plant Lovers,Christmas,T-Shirt,Minimalist,Teacher Vibes,Teacher Vibes T-Shirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00783,New Dads,Halloween,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Halloween | New Dads,halloween shirt|spooky mug|cute halloween|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00784,Gamers,Halloween,T-Shirt,Sarcastic,Running on Vibes,Running on Vibes T-Shirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00785,New Dads,Graduation,T-Shirt,Profession Pride,Built for Service,Built for Service T-Shirt | Graduation | New Dads,graduation gift|class of 2026|grad shirt|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00786,Grandmas/Nanas,Graduation,Sweatshirt,Sentimental,Forever Proud,Forever Proud Sweatshirt | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00787,Book Lovers,Evergreen,Mug,Profession Pride,Proud to Teach,Proud to Teach Mug | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00788,Grandmas/Nanas,Halloween,Sticker,Profession Pride,Built for Service,Built for Service Sticker | Halloween | Grandmas/Nanas,halloween shirt|spooky mug|cute halloween|grandmas nanas|grandmas/nanas gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00789,New Dads,Halloween,Sticker,Minimalist,Dog Mom Club,Dog Mom Club Sticker | Halloween | New Dads,halloween shirt|spooky mug|cute halloween|new dads|new gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00790,Dog Moms,Evergreen,Sweatshirt,Sarcastic,IYKYK,IYKYK Sweatshirt | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00791,New Dads,Back to School,T-Shirt,Sarcastic,Running on Vibes,Running on Vibes T-Shirt | Back to School | New Dads,back to school|teacher shirt|classroom decor|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00792,Fitness Moms,Back to School,Sweatshirt,Sarcastic,IYKYK,IYKYK Sweatshirt | Back to School | Fitness Moms,back to school|teacher shirt|classroom decor|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00793,Cat Moms,Graduation,Mug,Profession Pride,Healing Hands,Healing Hands Mug | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00794,Graduation Families,Christmas,Sweatshirt,Sarcastic,Not Today,Not Today Sweatshirt | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00795,Dental Hygienists,Evergreen,T-Shirt,Pun,Fueled by Coffee and Chaos,Fueled by Coffee and Chaos T-Shirt | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00796,Plant Lovers,Mothers Day,Sweatshirt,Minimalist,Mama Era,Mama Era Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00797,Nurses,Fathers Day,Sweatshirt,Minimalist,Mama Era,Mama Era Sweatshirt | Fathers Day | Nurses,fathers day gift|gift for dad|dad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00798,Graduation Families,Evergreen,Mug,Sentimental,Forever Proud,Forever Proud Mug | Evergreen | Graduation Families,funny gift|personalized gift|custom shirt|graduation families|graduation gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00799,Girl Moms,Evergreen,Sticker,Pun,Fueled by Coffee and Chaos,Fueled by Coffee and Chaos Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00800,Dog Moms,Evergreen,Mug,Profession Pride,Proud to Teach,Proud to Teach Mug | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00801,Girl Moms,Halloween,T-Shirt,Photo Style,Picture + Name,Picture + Name T-Shirt | Halloween | Girl Moms,halloween shirt|spooky mug|cute halloween|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00802,Dog Moms,Back to School,T-Shirt,Retro,Throwback Type,Throwback Type T-Shirt | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00803,Girl Moms,Evergreen,Mug,Retro,Retro Script,Retro Script Mug | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00804,Real Estate Agents,Christmas,Sweatshirt,Minimalist,Dog Mom Club,Dog Mom Club Sweatshirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00805,Dog Moms,Evergreen,Sweatshirt,Retro,Vintage Sunset,Vintage Sunset Sweatshirt | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00806,Christian Moms,Fathers Day,Mug,Sarcastic,Professionally Tired,Professionally Tired Mug | Fathers Day | Christian Moms,fathers day gift|gift for dad|dad shirt|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00807,Coffee Lovers,Halloween,Mug,Sarcastic,Not Today,Not Today Mug | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00808,Girl Moms,Christmas,Mug,Profession Pride,Built for Service,Built for Service Mug | Christmas | Girl Moms,christmas gift|holiday shirt|xmas mug|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
